check_id,real_root_id,defect_degree_id,defect_beta_c1,defect_beta_c2,defect_beta_c3,pairing,serre_exponent,terminal_beta_c1,terminal_beta_c2,terminal_beta_c3,terminal_gamma_n,terminal_gamma_l,terminal_gamma_m,terminal_height,terminal_norm,terminal_signed_dimension,terminal_additive_m,terminal_in_base,relation_payload_status,proof_reference,check_status,notes
dlrs_delta_3_beta_0_4_3,delta_3,beta_0_4_3,0,4,3,-2,3,0,4,6,0,-2,4,10,8,0,12,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_5_1_5,delta_2,beta_5_1_5,5,1,5,-18,19,5,20,5,5,20,20,30,0,0,-753,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_6_1_4,delta_2,beta_6_1_4,6,1,4,-18,19,6,20,4,6,22,20,30,8,0,1965,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_4_2_9,delta_1,beta_4_2_9,4,2,9,-14,15,19,2,9,19,12,2,30,-16,0,103554,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_4_6,delta_1,beta_1_4_6,1,4,6,-18,19,20,4,6,20,18,4,30,8,0,-10405,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_5_5,delta_1,beta_1_5_5,1,5,5,-18,19,20,5,5,20,20,5,30,0,0,-753,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_6_4,delta_1,beta_1_6_4,1,6,4,-18,19,20,6,4,20,22,6,30,8,0,1965,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_5_0_5,delta_2,beta_5_0_5,5,0,5,-20,21,5,21,5,5,21,21,31,42,0,-162,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_0_5_5,delta_1,beta_0_5_5,0,5,5,-20,21,21,5,5,21,21,5,31,42,0,-162,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_3_2_8,delta_2,beta_3_2_8,3,2,8,-18,19,3,21,8,3,16,21,32,8,0,14707,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_4_2_7,delta_2,beta_4_2_7,4,2,7,-18,19,4,21,7,4,18,21,32,-24,0,-496371,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_2_3_8,delta_1,beta_2_3_8,2,3,8,-18,19,21,3,8,21,16,3,32,8,0,14707,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_2_4_7,delta_1,beta_2_4_7,2,4,7,-18,19,21,4,7,21,18,4,32,-24,0,-496371,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_2_4_10,delta_2,beta_2_4_10,2,4,10,-16,17,2,21,10,2,13,21,33,2,0,17623,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_4_1_7,delta_2,beta_4_1_7,4,1,7,-20,21,4,22,7,4,19,22,33,18,0,1915,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_5_1_6,delta_2,beta_5_1_6,5,1,6,-20,21,5,22,6,5,21,22,33,2,0,-12672,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_6_1_5,delta_2,beta_6_1_5,6,1,5,-20,21,6,22,5,6,23,22,33,2,0,-11937,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_7_1_4,delta_2,beta_7_1_4,7,1,4,-20,21,7,22,4,7,25,22,33,18,0,210,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_4_2_10,delta_1,beta_4_2_10,4,2,10,-16,17,21,2,10,21,13,2,33,2,0,17623,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_4_7,delta_1,beta_1_4_7,1,4,7,-20,21,22,4,7,22,19,4,33,18,0,1915,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_5_6,delta_1,beta_1_5_6,1,5,6,-20,21,22,5,6,22,21,5,33,2,0,-12672,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_6_5,delta_1,beta_1_6_5,1,6,5,-20,21,22,6,5,22,23,6,33,2,0,-11937,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_7_4,delta_1,beta_1_7_4,1,7,4,-20,21,22,7,4,22,25,7,33,18,0,210,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_5_0_6,delta_2,beta_5_0_6,5,0,6,-22,23,5,23,6,5,22,23,34,48,0,162,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_6_0_5,delta_2,beta_6_0_5,6,0,5,-22,23,6,23,5,6,24,23,34,48,0,252,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_0_5_6,delta_1,beta_0_5_6,0,5,6,-22,23,23,5,6,23,22,5,34,48,0,162,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_0_6_5,delta_1,beta_0_6_5,0,6,5,-22,23,23,6,5,23,24,6,34,48,0,252,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_4_2_8,delta_2,beta_4_2_8,4,2,8,-20,21,4,23,8,4,19,23,35,-14,0,229742,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_2_4_8,delta_1,beta_2_4_8,2,4,8,-20,21,23,4,8,23,19,4,35,-14,0,229742,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_4_1_8,delta_2,beta_4_1_8,4,1,8,-22,23,4,24,8,4,20,24,36,32,0,3000,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_6_1_6,delta_2,beta_6_1_6,6,1,6,-22,23,6,24,6,6,24,24,36,0,0,8124,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_7_1_5,delta_2,beta_7_1_5,7,1,5,-22,23,7,24,5,7,26,24,36,8,0,-2358,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_8_1_4,delta_2,beta_8_1_4,8,1,4,-22,23,8,24,4,8,28,24,36,32,0,0,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_4_8,delta_1,beta_1_4_8,1,4,8,-22,23,24,4,8,24,20,4,36,32,0,3000,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_6_6,delta_1,beta_1_6_6,1,6,6,-22,23,24,6,6,24,24,6,36,0,0,8124,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_7_5,delta_1,beta_1_7_5,1,7,5,-22,23,24,7,5,24,26,7,36,8,0,-2358,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_8_4,delta_1,beta_1_8_4,1,8,4,-22,23,24,8,4,24,28,8,36,32,0,0,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_6_0_6,delta_2,beta_6_0_6,6,0,6,-24,25,6,25,6,6,25,25,37,50,0,168,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_0_6_6,delta_1,beta_0_6_6,0,6,6,-24,25,25,6,6,25,25,6,37,50,0,168,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_4_2_9,delta_2,beta_4_2_9,4,2,9,-22,23,4,25,9,4,20,25,38,0,0,-13135,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_2_4_9,delta_1,beta_2_4_9,2,4,9,-22,23,25,4,9,25,20,4,38,0,0,-13135,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_7_1_6,delta_2,beta_7_1_6,7,1,6,-24,25,7,26,6,7,27,26,39,2,0,14496,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_8_1_5,delta_2,beta_8_1_5,8,1,5,-24,25,8,26,5,8,29,26,39,18,0,-252,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_7_6,delta_1,beta_1_7_6,1,7,6,-24,25,26,7,6,26,27,7,39,2,0,14496,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_8_5,delta_1,beta_1_8_5,1,8,5,-24,25,26,8,5,26,29,8,39,18,0,-252,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_7_0_6,delta_2,beta_7_0_6,7,0,6,-26,27,7,27,6,7,28,27,40,56,0,-210,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_0_7_6,delta_1,beta_0_7_6,0,7,6,-26,27,27,7,6,27,28,7,40,56,0,-210,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_4_2_10,delta_2,beta_4_2_10,4,2,10,-24,25,4,27,10,4,21,27,41,18,0,-23680,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_2_4_10,delta_1,beta_2_4_10,2,4,10,-24,25,27,4,10,27,21,4,41,18,0,-23680,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_2_beta_8_1_6,delta_2,beta_8_1_6,8,1,6,-26,27,8,28,6,8,30,28,42,8,0,1932,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
dlrs_delta_1_beta_1_8_6,delta_1,beta_1_8_6,1,8,6,-26,27,28,8,6,28,30,8,42,8,0,1932,false,terminal_codomains_missing_from_W237,compute/verify_wrel_degree_closure_fixture.py terminal_layer_saturation_real_string_defect_layer_real_string_expected_obligations,verified,real-string terminal forced by promoting a 98-row defect-layer degree; target-degree audit only
